DATAFLOW,LAST UPDATE,freq,unit,indic_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1979,2671.14,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1980,3064.06,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1981,2712.31,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1982,2772.05,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1983,2756.72,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1984,2938.47,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1985,3146.86,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1986,3009.31,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1987,2985.67,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1988,2701.47,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1989,2506.48,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1990,2432.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1991,2951.46,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1992,2615.74,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1993,2775.66,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1994,2464.16,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1995,2759.81,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1996,3131.45,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1997,2865.24,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1998,2727.60,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,1999,2559.79,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2000,2201.50,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2001,2533.11,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2002,2280.75,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2003,2735.23,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2004,2592.35,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2005,2855.52,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2006,2534.97,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2007,2317.65,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2008,2334.26,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2009,2373.10,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2010,2658.81,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2011,2568.98,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2012,2489.61,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2013,2461.74,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2014,2006.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2015,2377.23,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2016,2449.36,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2017,2410.17,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2018,2267.20,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2019,2150.60,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2020,2198.26,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2021,2466.16,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR047,2022,2221.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1979,2668.60,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1980,3080.79,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1981,2719.04,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1982,2772.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1983,2706.20,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1984,2895.75,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1985,3129.67,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1986,2960.45,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1987,2976.18,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1988,2699.23,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1989,2472.10,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1990,2425.94,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1991,2928.17,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1992,2546.89,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1993,2760.37,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1994,2450.21,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1995,2715.93,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1996,3075.83,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1997,2867.73,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1998,2720.00,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,1999,2593.23,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2000,2223.38,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2001,2559.49,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2002,2310.29,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2003,2763.02,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2004,2610.16,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2005,2854.09,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2006,2579.09,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2007,2361.11,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2008,2339.31,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2009,2403.42,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2010,2688.98,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2011,2594.53,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2012,2515.01,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2013,2446.97,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2014,2038.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2015,2392.52,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2016,2459.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2017,2434.44,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2018,2279.89,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2019,2162.07,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2020,2243.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2021,2508.79,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR048,2022,2236.62,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1979,2713.01,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1980,3136.32,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1981,2795.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1982,2825.65,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1983,2752.33,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1984,2957.93,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1985,3169.56,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1986,3007.73,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1987,3012.22,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1988,2748.43,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1989,2538.52,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1990,2471.41,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1991,2973.35,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1992,2558.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1993,2792.69,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1994,2518.01,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1995,2727.34,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1996,3079.77,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1997,2937.39,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1998,2784.32,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,1999,2658.20,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2000,2311.05,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2001,2619.30,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2002,2373.33,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2003,2822.46,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2004,2671.51,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2005,2911.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2006,2617.82,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2007,2384.22,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2008,2369.28,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2009,2432.54,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2010,2726.95,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2011,2630.30,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2012,2555.28,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2013,2486.28,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2014,2080.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2015,2432.86,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2016,2495.48,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2017,2478.35,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2018,2332.91,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2019,2207.02,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2020,2307.57,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2021,2591.03,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR049,2022,2303.02,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1979,2671.87,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1980,3087.66,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1981,2776.79,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1982,2761.17,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1983,2677.78,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1984,2855.96,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1985,3093.63,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1986,2938.31,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1987,2935.21,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1988,2676.51,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1989,2453.41,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1990,2428.11,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1991,2888.29,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1992,2426.72,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1993,2655.16,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1994,2397.69,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1995,2566.74,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1996,2892.69,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1997,2813.55,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1998,2676.39,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,1999,2599.47,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2000,2288.16,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2001,2572.71,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2002,2316.98,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2003,2769.79,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2004,2575.66,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2005,2827.42,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2006,2549.15,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2007,2317.64,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2008,2307.25,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2009,2379.09,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2010,2660.56,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2011,2588.58,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2012,2508.97,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2013,2403.74,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2014,2030.01,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2015,2370.77,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2016,2436.92,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2017,2442.70,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2018,2290.38,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2019,2165.32,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2020,2270.84,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2021,2545.75,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04A,2022,2233.24,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1979,2649.70,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1980,3095.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1981,2754.13,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1982,2779.14,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1983,2646.43,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1984,2835.50,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1985,3115.63,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1986,2923.50,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1987,3006.31,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1988,2743.75,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1989,2466.12,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1990,2465.49,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1991,2935.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1992,2487.52,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1993,2750.44,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1994,2444.33,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1995,2668.28,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1996,2973.16,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1997,2866.68,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1998,2693.79,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,1999,2628.33,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2000,2251.93,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2001,2584.11,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2002,2340.90,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2003,2832.74,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2004,2618.04,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2005,2874.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2006,2561.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2007,2366.25,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2008,2304.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2009,2397.62,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2010,2703.07,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2011,2615.02,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2012,2554.60,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2013,2417.86,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2014,2058.58,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2015,2379.88,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2016,2461.06,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2017,2503.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2018,2310.91,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2019,2206.74,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2020,2320.68,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2021,2578.92,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04B,2022,2268.30,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1979,2590.59,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1980,3038.66,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1981,2708.42,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1982,2735.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1983,2598.95,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1984,2757.93,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1985,3017.76,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1986,2869.78,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1987,2981.40,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1988,2728.24,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1989,2446.99,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1990,2418.10,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1991,2892.96,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1992,2466.35,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1993,2705.46,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1994,2397.18,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1995,2597.81,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1996,2893.78,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1997,2809.85,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1998,2644.00,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,1999,2543.66,
ESTAT:NRG_CHDDR2_A(1.0),01/02/23 23:00:00,A,NR,HDD,HR04C,2000,2189.40,
