DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT024,2016,-20.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT024,2017,-22.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT024,2018,-11.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT024,2019,-8.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT024,2020,-3.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2013,-8.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2014,-8.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2015,-12.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2016,-18.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2017,-20.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2018,-11.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2019,-8.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT025,2020,-4.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2013,-10.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2014,-9.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2015,-13.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2016,-16.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2017,-12.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2018,-4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2019,1.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT026,2020,3.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2013,-10.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2014,-10.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2015,-13.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2016,-20.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2017,-22.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2018,-15.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2019,-14.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT027,2020,-9.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2013,-11.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2014,-9.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2015,-12.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2016,-22.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2017,-22.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2018,-11.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2019,-7.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT028,2020,-3.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2013,-11.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2014,-7.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2015,-11.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2016,-16.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2017,-17.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2018,-8.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2019,-4.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LT029,2020,1.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2000,7.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2001,7.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2002,5.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2003,12.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2004,9.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2005,13.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2006,11.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2007,12.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2008,15.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2009,13.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2010,15.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2011,21.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2012,18.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2013,19.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2014,19.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2015,19.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2016,16.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2017,15.8,b
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2018,16.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2019,16.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LU000,2020,10.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2001,-9.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2002,-6.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2003,-8.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2004,-9.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2005,-8.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2006,-9.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2007,-8.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2008,-13.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2009,-19.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2010,-24.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2011,-12.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2012,-8.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2013,-13.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2014,-9.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2015,-10.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2016,-14.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2017,-7.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2018,-5.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2019,-6.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV003,2020,1.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2001,-9.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2002,-5.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2003,-11.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2004,-12.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2005,-11.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2006,-10.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2007,-9.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2008,-19.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2009,-19.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2010,-18.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2011,-13.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2012,-8.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2013,-13.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2014,-7.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2015,-9.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2016,-13.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2017,-10.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2018,-7.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2019,-6.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV005,2020,-1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2001,-13.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2002,-7.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2003,-6.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2004,-8.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2005,-4.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2006,-2.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2007,-4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2008,-12.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2009,-18.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2010,-17.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2011,-11.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2012,-6.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2013,2.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2014,-1.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2015,-0.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2016,4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2017,-2.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2018,-4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2019,-4.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV006,2020,-14.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2001,4.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2002,8.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2003,8.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2004,6.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2005,7.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2006,8.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2007,11.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2008,5.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2009,-1.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2010,-3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2011,-3.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2012,0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2013,-7.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2014,1.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2015,-3.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2016,-4.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2017,6.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2018,9.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2019,10.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV007,2020,13.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2001,-8.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2002,-5.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2003,-8.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2004,-9.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2005,-11.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2006,-11.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2007,-8.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2008,-14.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2009,-21.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2010,-22.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2011,-9.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2012,-7.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2013,-14.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2014,-9.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2015,-10.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2016,-16.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2017,-11.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2018,-6.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2019,-5.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV008,2020,3.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2001,-7.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2002,-3.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2003,-5.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2004,-6.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2005,-6.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2006,-5.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2007,-5.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2008,-9.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2009,-19.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2010,-20.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2011,-8.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2012,-6.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2013,-12.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2014,-8.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2015,-7.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2016,-12.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2017,-7.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2018,-4.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2019,-3.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,LV009,2020,2.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2000,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2001,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2002,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2003,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2004,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2005,-3.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2006,-0.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2007,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2008,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2009,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2010,-1.5,b
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2011,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2012,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2013,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2014,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2015,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2016,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2017,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2018,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2019,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,ME000,2020,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2000,-0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2001,-8.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2002,-1.1,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2003,-0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2004,-0.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2005,-1.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2006,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2007,145.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2008,-0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2009,-0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2010,-0.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2011,-0.4,p
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2012,-1.3,p
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2013,-0.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2014,-0.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2015,-1.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2016,-1.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2017,-1.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2018,-0.7,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2019,-1.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK001,2020,-2.2,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2000,-0.9,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2001,-9.0,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2002,-0.5,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2003,-0.3,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2004,-2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2005,-2.4,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2006,-0.8,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2007,-110.6,
ESTAT:DEMO_R_GIND3(1.0),01/07/22 11:00:00,A,CNMIGRATRT,MK002,2008,-0.9,
