DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2016,23.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2017,22.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2018,21.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL033,2019,21.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2012,60.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2013,60.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2014,59.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2015,58.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2016,57.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2017,56.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2018,56.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL034,2019,55.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2012,69.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2013,69.5,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2014,69.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2015,69.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2016,69.7,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2017,69.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2018,70.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AL035,2019,69.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1990,55.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1991,55.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1992,55.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1993,55.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1994,55.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1995,55.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1996,55.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1997,55.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1998,55.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,1999,54.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2000,54.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2001,54.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2002,54.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2003,54.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2004,54.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2005,53.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2006,53.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2007,53.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2008,54.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2009,54.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2010,54.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2011,54.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2012,54.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2013,54.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2014,54.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2015,54.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2016,54.4,b
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2017,54.3,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2018,54.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT111,2019,54.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1990,83.7,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1991,84.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1992,85.4,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1993,86.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1994,86.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1995,87.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1996,87.5,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1997,87.8,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1998,88.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,1999,88.1,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,2000,89.9,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,2001,90.6,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,2002,92.2,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,2003,92.5,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,2004,93.0,
ESTAT:DEMO_R_D3DENS(1.0),21/12/22 23:00:00,A,PER_KM2,AT112,2005,93.8,
