DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2003,7.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2004,11.5,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2005,12.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2006,12.8,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2007,12.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2008,11.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2009,13.7,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2010,13.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2011,14.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2012,14.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2013,13.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2014,13.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2015,13.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2016,14.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2017,15.1,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2018,14.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2019,14.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2020,11.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2021,13.8,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT22,2022,15.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2000,8.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2001,9.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2002,8.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2003,9.8,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2004,11.4,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2005,13.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2006,13.0,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2007,12.5,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2008,13.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2009,13.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2010,13.7,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2011,12.5,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2012,13.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2013,12.7,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2014,13.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2015,13.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2016,13.5,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2017,14.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2018,13.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2019,13.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2020,10.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2021,12.6,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT31,2022,13.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2000,8.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2001,8.1,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2002,7.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2003,9.4,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2004,12.5,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2005,12.4,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2006,13.6,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2007,12.7,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2008,13.1,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2009,13.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2010,13.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2011,13.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2012,13.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2013,13.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2014,12.8,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2015,13.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2016,13.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2017,14.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2018,12.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2019,12.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2020,10.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2021,13.0,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT32,2022,14.1,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2000,8.2,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2001,8.7,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2002,8.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2003,8.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2004,11.4,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2005,12.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2006,12.9,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2007,12.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2008,12.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2009,13.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2010,12.8,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2011,11.9,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2012,12.8,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2013,13.5,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2014,13.5,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2015,13.4,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2016,14.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2017,15.1,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2018,14.8,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2019,14.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2020,11.0,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2021,14.9,b
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT33,2022,16.6,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT34,2000,11.3,
ESTAT:TRNG_LFSE_04(1.0),26/04/23 23:00:00,A,PC,T,Y25-64,AT34,2001,11.6,
