geo,year,gdp_regional,employment_in_prof_scientific_techn_activities_admin_support_service_activities_isic_rev4,employment_in_agriculture_forestry_and_fishing_isic_rev4,employment_in_public_admin_compulsory_s_s_education_human_health_isic_rev4,employment_in_financial_and_insurance_activities_isic_rev4,employment_in_other_services_isic_rev4,employment_in_construction_isic_rev4,of_which_employment_in_manufacturing_isic_rev4,regional_employment_at_place_of_work_total_activities,employment_in_distributive_trade_repairs_transport_accommod_food_serv_activities_isic_rev4,employment_in_information_and_communication_isic_rev4,employment_in_industry_including_energy_isic_rev4,employment_in_real_estate_activities_isic_rev4,disposable_household_income,primary_income_of_private_households,labour_utilisation_percent_total_employment_over_population,proc_gva_in_other_services_isic_rev4,proc_gva_in_information_and_communication_isic_rev4,proc_gva_in_distributive_trade_repairs_transport_accommod_food_serv_activities_isic_rev4,proc_gva_in_real_estate_activities_isic_rev4,proc_gva_in_industry_including_energy_isic_rev4,proc_gva_in_construction_isic_rev4,proc_gva_in_financial_and_insurance_activities_isic_rev4,proc_gva_in_public_admin_compulsory_s_s_education_human_health_isic_rev4,proc_gva_in_prof_scientific_techn_activities_admin_support_service_activities_isic_rev4,proc_gva_in_agriculture_forestry_and_fishing_isic_rev4,air_pollution_in_pm2_5_average_level_in_mg_m3_experienced_by_the_population,pct_patent_applications_per_million_inhabitants_fractional_count_by_inventor_and_priority_year_level,pct_patent_applications_count_fractional_count_by_inventor_place_of_residence_and_priority_year,obs_value,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate
RO22,2017,15400,33490,213050,137290,12440,25900,78640,172960,944870,228090,10630,202570,2770,11590,10361,38.8,0.03107580548012436,0.01742639796710952,0.21311887663737528,0.09048492063331108,0.2964239866474951,0.065731071952236,0.011111944853992467,0.14087480809830236,0.04952777479207692,0.08422562975191192,14.24,NA,NA,0.0739,54.8,21.9,1.1,0.6,44.9,43,41.4,59.7,8700,RO,Romania,FALSE
RO22,2018,16500,30020,218330,146060,11170,25160,84350,168240,953060,229650,7760,199140,1420,12778,11305,39.6,0.032977154517235006,0.014727359134609944,0.20850604799927583,0.08887126644011029,0.29069999886847536,0.06781114099174364,0.01203489622033048,0.15285766551376875,0.0475764627784965,0.08393913906060822,14.4,NA,NA,0.0865,55.7,21.8,1,0.7,45.2,43.4,41.7,60.3,9400,RO,Romania,FALSE
RO22,2019,17300,28340,205030,159290,10850,24340,85250,168930,952840,229840,6250,201330,2340,12879,12390,39.9,0.033263887749689684,0.013469891420645206,0.2198052971851755,NA,0.2573423667273632,0.0787937611983282,NA,0.16815874421970323,NA,0.07356182935342699,12.09,NA,NA,0.0795,56.6,22.9,0.8,0.7,45.6,43.8,42.1,60.6,9600,RO,Romania,FALSE
RO22,2020,17200,NA,NA,NA,NA,NA,NA,NA,936480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0974,56.7,22.3,0.9,0.6,45.9,44.2,42.5,61.7,NA,RO,Romania,FALSE
RO22,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4,23.2,0.8,5.1,46.3,44.5,42.7,60.7,NA,RO,Romania,FALSE
RO31,2000,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2656,2434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,69.5,12.5,1.6,0.8,37.8,35.6,33.4,59.9,2300,RO,Romania,FALSE
RO31,2001,4400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3409,3218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.62,0.2,0.6429,NA,67.8,13.9,1.3,0.7,37.8,35.5,33.7,61.6,2900,RO,Romania,FALSE
RO31,2002,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3215,3001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.41,NA,NA,0.1276,61.5,14.2,1.4,0.8,38.6,36.2,34.4,61.8,2700,RO,Romania,FALSE
RO31,2003,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518,2901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.04,0,0.0556,0.1101,61.5,14.5,1.7,0.9,38.6,36.2,34.9,61.6,3000,RO,Romania,FALSE
RO31,2004,6100,33840,613570,157140,7370,22780,72710,301740,1445080,174590,8210,353140,1730,4487,3749,43.2,0.011431386711609285,0.012187118232970404,0.16533087218997175,0.07434926834488109,0.3385195687648806,0.061628010664954574,0.014137306831456265,0.09794325102770571,0.02206201011208903,0.2024089778229582,21.26,0.3,0.9066,0.1055,61.2,14.5,1.2,1.2,38.7,36.6,35.4,60.8,3800,RO,Romania,FALSE
RO31,2005,6400,35090,617740,155740,7320,24360,78200,286770,1441680,178030,8450,335290,1470,4541,3823,43.3,0.013064540589726368,0.011045345234742293,0.17410966917260653,0.08557358580497,0.3781181619256017,0.06342439933271227,0.012752128604545356,0.10865394198063133,0.026704075221526527,0.1265515523105921,21.59,0.8,2.8333,0.1169,59.2,15.3,1.1,1.4,38.8,37.1,35.9,62.5,3800,RO,Romania,FALSE
RO31,2006,7500,39730,598900,159550,7960,24430,85810,290660,1460050,192380,9260,340380,1650,5099,4218,44.1,0.014255353695718847,0.011594652618665319,0.18715509931624238,0.08493496184307853,0.36977033682729255,0.0751090584351152,0.0096765231196666,0.10315069728842302,0.03207959732270112,0.11227552364285842,22.67,1.2,3.8333,0.1161,60.7,16.5,1.3,1.2,38.9,37.6,36.3,63.3,4300,RO,Romania,FALSE
RO31,2007,8500,40650,596920,151590,8110,25020,104740,291670,1478940,202870,9110,338130,1810,5850,4530,44.8,0.014624375426470911,0.015089444903888785,0.1866488269495027,0.114864614155847,0.3642446787435892,0.09209979340727067,0.010628048186103259,0.09203438809874943,0.03379882207554941,0.07596637915583129,18.66,0.1,0.2,0.136,61.6,16.1,1.2,1.3,39.5,38.2,36.8,63.6,4900,RO,Romania,FALSE
RO31,2008,10200,39290,578490,150940,9350,23260,112000,279980,1453630,206690,9010,322870,1730,6650,5336,44.2,0.013622102503767004,0.014934877288583401,0.17475901500608912,0.0871916733750284,0.36425630069973375,0.1024627427910913,0.01041292546494107,0.09342864367246682,0.0366934485107437,0.1022387867153797,19.16,2.2,7.2333,0.1148,61.6,16,1.2,1.5,40,38.7,37.2,63.6,5500,RO,Romania,FALSE
RO31,2009,10300,38140,498320,152390,8880,19820,106980,264210,1338170,200680,7850,303500,1620,6522,5016,40.9,0.017466492769947484,0.014728854504764867,0.18271654340748644,0.09715836952064776,0.3616137813149951,0.10301058695082971,0.008845266501662391,0.0850900854168828,0.03776226539998715,0.09160898927472222,19.6,0.5,1.75,0.1041,61.1,17,0.9,1.5,40.6,39.1,37.6,62,5300,RO,Romania,FALSE
RO31,2010,9900,34830,506480,148060,8310,19810,99430,242730,1297810,191770,5950,282490,690,6776,5542,39.8,0.019134638551061667,0.011021023852173094,0.1370664550663608,0.07853671055801725,0.41464494097189486,0.080674187905261735,0.009152760755475945,0.1295999497187392,0.04032504740056357,0.07984297581261851,18.38,0.6,2,0.1116,61.5,17.4,0.8,1.1,41,39.5,37.9,60.2,5400,RO,Romania,FALSE
RO31,2011,10800,42650,403840,148150,8880,20820,93530,227370,1175640,185980,6620,263310,1870,7173,5753,36.8,0.028481810113204626,0.01198406767610079,0.08465099069163408,0.07419461715747801,0.480230907450804,0.05902601940996229,0.008960360242709171,0.10541137947129255,0.04221799810882251,0.10484039864667145,21.94,1,3.3667,0.0579,57.9,18.6,1,1.4,41.5,39.9,38.2,60,5600,RO,Romania,FALSE
RO31,2012,10700,42980,486540,143110,11430,24130,98080,230190,1284210,201550,7610,266700,2080,7522,5943,41.2,0.023559901137724854,0.014127550530449682,0.15399593633592956,0.088612390131968,0.3753304254211503,0.07588766293827173,0.01069137886591425,0.11877801982299811,0.050189283855022214,0.08882719824514408,19.93,1.7,5.3039,0.0854,59.4,18.1,0.8,1.3,43.1,41.4,39.7,60.8,6000,RO,Romania,FALSE
RO31,2013,11200,52260,464310,136910,9580,25770,103640,230690,1276270,201560,9260,271300,1680,8127,6670,41.2,0.019782277695799693,0.01527533671062154,0.14751426262018663,0.07993998890946173,0.3859742285966709,0.06821785388685771,0.013082370743536001,0.1123424532646597,0.05648866979332124,0.1013842025621023,18.4,1.2,3.7,0.1257,61.1,18.1,1,2,43.6,41.9,40.1,61.3,6300,RO,Romania,FALSE
RO31,2014,12500,53020,472660,126080,9470,27760,98130,237170,1290030,209210,8970,283120,1610,8250,6876,42,0.01962164132406574,0.01150646083572643,0.1417237463366124,0.08721506692595689,0.42600009691780316,0.06158220420581127,0.010622823299882645,0.11431412745533881,0.05200735732540574,0.07540858228216143,18.71,1.6,4.8333,0.1095,61.8,18.1,1.1,2.5,44.1,42.3,40.4,58.1,6400,RO,Romania,FALSE
RO31,2015,12300,44110,391500,151300,10270,28010,87470,226460,1206500,216990,9350,264240,3280,8850,7275,39.6,0.024929964649342877,0.01222075928582502,0.17158235130998312,0.10422941462892726,0.3786123065703312,0.057473312328186844,0.011054777142383013,0.10379206215077852,0.059332769993646055,0.07677162689444805,18.03,1.8,5.5928,0.0867,60.8,19.9,1,1.9,44.5,42.6,40.8,60.6,6900,RO,Romania,FALSE
RO31,2016,13500,46660,339840,150540,10540,27140,95390,234160,1182000,225610,9060,274860,2380,9980,8456,39.2,0.02074908048885836,0.009788393514616089,0.17828031913173034,0.09784664095397022,0.3923044576073492,0.05680704631900615,0.012594400923982639,0.11282996321955434,0.0494041491691577,0.06939669033071957,17.11,NA,NA,0.0952,59.3,21.2,1,1.5,45,43.1,41.3,63,7500,RO,Romania,FALSE
RO31,2017,14400,46040,321270,168440,11650,25440,99110,254620,1225700,247260,9440,294830,2230,11112,9605,41.1,0.02349638836433269,0.009968079111514662,0.18898508533140668,0.09213283470561946,0.3624372225470643,0.052652684128058055,0.009664768842951702,0.13046793160768574,0.05509736135964966,0.0750969373965486,17.56,NA,NA,0.076,60.6,21.4,1.2,1.4,45.5,43.5,41.7,64.8,8300,RO,Romania,FALSE
RO31,2018,15500,47480,341630,151240,11910,31020,92040,246660,1224110,254460,8580,284290,1450,12187,10391,41.5,0.024223250496479068,0.009490347198609694,0.1854244588008614,0.08756067393029089,0.35897941316092496,0.05520600801265467,0.011191434771110422,0.14265711981366228,0.051580766343565156,0.07368652747184154,17.43,NA,NA,0.0722,60.7,20.3,1.1,1.2,45.9,43.9,42.1,64.9,9000,RO,Romania,FALSE
RO31,2019,16500,50340,328340,143060,11850,33360,97250,240360,1205050,255560,7680,276190,1420,12544,11649,41.3,0.025915935531672596,0.010865441398766587,0.1898366361681164,NA,0.3127127418776267,0.06298585036443183,NA,0.15312230278935637,NA,0.072574801336485,15.23,NA,NA,0.0749,60.6,19.6,1.1,3,46.4,44.4,42.6,64.4,9400,RO,Romania,FALSE
RO31,2020,16400,NA,NA,NA,NA,NA,NA,NA,1178170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0681,59.9,20.5,1.4,2.2,46.8,44.8,43,64.9,NA,RO,Romania,FALSE
RO31,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2,23.2,1.5,6.3,47.1,45.2,43.3,64.6,NA,RO,Romania,FALSE
RO32,2000,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5461,6679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.38,NA,NA,NA,57.5,32.6,4.8,1.7,39.2,37.2,34.7,63.2,4600,RO,Romania,FALSE
RO32,2001,11100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4858,6539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.59,5.8,13.2286,NA,55.2,33.8,5.6,2,39.6,37.5,34.9,62.9,4100,RO,Romania,FALSE
RO32,2002,12300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5757,6588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.58,4.4,9.75,1.1808,55.5,37.7,5.7,1.5,39.5,37.3,34.9,60.9,4800,RO,Romania,FALSE
RO32,2003,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5990,6451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12,6.6,14.6707,1.3069,55.6,36.6,6.4,1.9,39.6,37.3,35.4,59.9,5100,RO,Romania,FALSE
RO32,2004,15300,86370,19550,212220,23890,34970,93650,157560,1018570,304340,42870,189830,10880,7433,8083,46.1,0.04981010013881963,0.14220089761041552,0.221251263528175,0.05249780988449668,0.21393425610199873,0.07805841206517783,0.05729719530439236,0.10249282315996604,0.07203741391161368,0.010418750084235212,30.59,6.8,14.9063,1.1764,57.4,38.2,6.5,2.4,39.6,37.2,35.9,59.2,6300,RO,Romania,FALSE
RO32,2005,18200,85510,19680,209440,23720,37390,100710,149670,1020640,309230,43990,181800,9170,9087,10232,46.1,0.04168204284496447,0.12311918510467673,0.25824626548436685,0.05515295371980965,0.19172673524863454,0.10086880194486635,0.046288232685427526,0.10839550824109542,0.0683614546975278,0.006157441342656315,31.06,8,17.6409,1.5872,57.2,39.5,5.9,2.1,39.6,37.6,36.4,59.1,7700,RO,Romania,FALSE
RO32,2006,20600,97010,19080,214430,25780,37500,110540,152270,1082950,334290,48470,185610,10240,10393,11993,48.7,0.0463790753318474,0.13190103176413923,0.23969259629766135,0.04468878397694277,0.19375286411562936,0.10266413941978624,0.0483437367763172,0.10543416580377565,0.08159536359399468,0.005548632927140799,32.49,12,26.6131,1.0207,59.4,41.6,5.8,2.2,39.4,38.1,36.8,59,8700,RO,Romania,FALSE
RO32,2007,24400,101170,19020,203580,26170,38290,134920,152860,1116420,351040,47650,183340,11260,12081,13591,49.9,0.04398856440188984,0.14908321142646527,0.24671829972944015,0.036191091258095186,0.18218512556815122,0.1233364808952775,0.04659174490722846,0.0845947228596171,0.08444892387629592,0.002861835077539291,26.16,7.8,17.3143,0.8991,58.8,41.3,5.7,1.9,39.5,38.4,36.9,60.4,10200,RO,Romania,FALSE
RO32,2008,31200,99780,18410,202990,30280,35420,144250,146760,1121170,357970,46980,174230,10860,15819,18068,49.9,0.03724232741232431,0.12877546155337863,0.2204994299675273,0.03412561465310776,0.1974387446686833,0.16100113265390567,0.05014667682802559,0.08165261245326412,0.08610602974544314,0.0030102408217360854,27.1,8.2,18.4593,0.9996,59.2,42.2,6.5,2.2,40,38.7,37,59.7,13100,RO,Romania,FALSE
RO32,2009,28000,100540,20580,217240,34070,40760,126460,140470,1131050,356160,51900,171960,11380,14517,16243,50.1,0.043033375036797175,0.12257966588166029,0.2128887358593717,0.04632553934143572,0.21221324487993606,0.12978691807897724,0.05274546343412254,0.07879155452289835,0.09885876193279784,0.0027772667059169855,27.9,7.9,17.75,0.9206,60.1,42.6,5.8,1.7,40.4,38.9,36.9,59.2,11700,RO,Romania,FALSE
RO32,2010,28800,101350,13960,220730,43170,51350,125050,128200,1134790,348930,56130,162120,12000,16187,18520,50.1,0.04363050000454774,0.12044027322823288,0.13178181761482718,0.078226069466082307,0.23852247818059205,0.09767935312942998,0.06876417108338867,0.1058906229494564,0.11206606437261324,0.0029981302290891655,28.82,8.4,18.9702,0.8613,61,42.9,5.7,1.9,40.8,39.2,37,58.4,13000,RO,Romania,FALSE
RO32,2011,31500,111750,14900,225010,51850,53360,127790,126840,1146560,346240,56050,149260,10360,15806,18486,50.4,0.05378012190356928,0.11603924525416091,0.09251025521842152,0.0749795373591065,0.2654610934996314,0.08950305356372575,0.08483064102732613,0.09291652078944569,0.12642148141155776,0.003558408442676525,31.08,12.5,28.3416,0.7145,62.1,46,5.8,2.1,41.2,39.3,37.1,57.1,12600,RO,Romania,FALSE
RO32,2012,32700,121770,22590,214170,46980,49280,112800,103410,1135870,357700,73130,127050,10410,15765,17970,49.8,0.04399266803915195,0.11028133690901867,0.2094033300827103,0.05368652255571207,0.18959258857947772,0.09132117510022755,0.08274111044894716,0.09714938418752485,0.1190698703362589,0.0027625781052479505,28.33,14.1,32.094,0.8035,62.2,46.7,6.9,1.7,40.7,38.8,37,56.5,12500,RO,Romania,FALSE
RO32,2013,33500,117910,10670,198320,41190,60900,99930,104310,1107770,365540,69080,132290,11950,17206,19934,48.5,0.03738916087507275,0.1301097264541751,0.15500359478243006,0.04895441045568147,0.1823870639186552,0.08783562001437913,0.10953922592351673,0.0952211861070218,0.15057644903967957,0.0029833484542435553,25.58,14.4,32.8328,0.8443,62.1,46.1,7.2,2.1,40.8,38.8,37.2,55.3,13400,RO,Romania,FALSE
RO32,2014,34200,131560,15630,194970,38190,66640,114430,99620,1139250,369770,69230,124760,14080,17915,21018,49.9,0.04134899125519314,0.13030571545967304,0.16854089971487032,0.05200991520816126,0.18286378936096923,0.07815468803824971,0.10003797578680435,0.09841632668307443,0.1452895498105361,0.003031733646547109,25.55,14.3,32.5984,0.8486,63.1,48.1,6.8,1.2,41,39.2,37.6,50.4,13800,RO,Romania,FALSE
RO32,2015,37300,134750,15410,208340,36050,62040,104330,102540,1164790,391700,74980,125700,11510,19907,22932,50.9,0.04578694006187904,0.12634183369525528,0.1853786728673828,0.05432605645982667,0.17807809827622653,0.07138170916847628,0.08605386551876548,0.09048696120068413,0.15947498895017007,0.0026875108096162345,24.01,9.1,20.8595,0.8002,63.2,46,7.6,1.6,41.1,39.5,37.9,51.9,15500,RO,Romania,FALSE
RO32,2016,39400,141740,12680,212250,38110,65290,97890,102650,1183080,393780,78230,132670,10440,23540,27452,51.7,0.04416402865354094,0.12467207137648521,0.19422210783682925,0.05148037575601596,0.16042551366190538,0.0717440912795436,0.08332647020975421,0.10596148071891219,0.15964912280701754,0.004355252434264145,22.79,NA,NA,0.8541,64.1,46.8,7.6,1.4,41.3,39.8,38.3,51.9,17700,RO,Romania,FALSE
RO32,2017,43200,138260,9370,215550,37910,63650,103260,103930,1188790,384480,94810,132920,8580,26694,30999,51.8,0.0423937727957425,0.12877558666778816,0.20426132236334024,0.06994846346181785,0.15271943172173327,0.058184828071355936,0.06393444001804544,0.10777941749948387,0.16686368815041938,0.005141113770348904,23.89,NA,NA,0.8389,65.5,49,9.6,1.3,41.6,40.1,38.6,53,20000,RO,Romania,FALSE
RO32,2018,45300,151580,9040,218310,35030,59790,99880,103730,1214740,402210,95240,133750,9920,28260,33412,52.6,0.04449881224926259,0.1254393960054256,0.20499357681625388,0.06065186344096053,0.13399478968558695,0.06828282103359432,0.06773171904491923,0.11897458715793854,0.16951750766117168,0.005912630347569597,23.3,NA,NA,0.7959,65.7,50.8,9.6,1.4,41.8,40.4,39,51.5,20800,RO,Romania,FALSE
RO32,2019,50100,158150,9060,234240,32620,64230,107370,99380,1243330,398590,97580,126920,14580,30270,36773,53.6,0.044106352794854024,0.1327129744191018,0.19983740680041198,NA,0.14071113471915425,0.061814825131337736,NA,0.1199024440802472,NA,0.006544926897838353,20.36,NA,NA,0.7751,65.4,53.7,9.3,1,42,40.7,39.3,49.3,22600,RO,Romania,FALSE
RO32,2020,49200,NA,NA,NA,NA,NA,NA,NA,1245820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8028,66.2,53.2,10,0.8,42.4,41,39.6,50.5,NA,RO,Romania,FALSE
RO32,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,54.2,10.7,4.6,42.5,41.1,39.7,51.2,NA,RO,Romania,FALSE
RO41,2000,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3117,2974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.41,NA,NA,NA,72.8,11.5,0.7,0.6,37.8,35.8,33.8,59.8,2600,RO,Romania,FALSE
RO41,2001,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3833,3686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03,1.3,3,NA,73.6,11.3,1.6,0.8,37.8,35.8,33.9,62.2,3200,RO,Romania,FALSE
RO41,2002,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3166,3032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,0.0962,64.2,13.9,1,0.9,38.3,36.2,34.5,64,2700,RO,Romania,FALSE
RO41,2003,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548,3003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,0.3,0.6112,0.107,63.6,14.4,0.9,0.8,38.3,36.2,35,63.8,3000,RO,Romania,FALSE
RO41,2004,6000,19020,507270,117310,5720,12510,28740,138290,1019730,110860,5910,210330,2080,4521,3845,44,0.012256412282087743,0.015229499130984358,0.1613340706799389,0.06114644230262811,0.328246958445252,0.07723244851740665,0.01422288934534155,0.11973982198346236,0.022696450202770314,0.1878963238004951,23.08,1,2.303,0.089,63.1,16.4,1.2,1.2,38.4,36.6,35.5,61.4,3800,RO,Romania,FALSE
RO41,2005,5900,19450,510710,116290,5690,13350,30930,131430,1015610,113040,5980,198410,1750,4468,3772,44,0.0148480984475884,0.01480964235837027,0.16938018229535626,0.07713077094338859,0.33615074786973503,0.08666383306009269,0.013837445436206745,0.13502270258600332,0.023818487258890443,0.128339439080832,23.4,0.4,1,0.0953,61.4,17,1,1.2,38.4,37.1,36,62,3800,RO,Romania,FALSE
RO41,2006,7000,22030,495140,118800,6170,13400,33930,133260,1022920,122660,6670,202180,1950,5082,4270,44.6,0.01596775443764049,0.014974475954244962,0.19259802673103968,0.07231000919087113,0.32269812971308975,0.09644324360237855,0.010571162811299235,0.13128273555759798,0.03011948132481424,0.11303608801089615,24.45,0.3,0.7333,0.0964,61.7,17.3,1.1,1.3,38.7,37.6,36.4,63.1,4300,RO,Romania,FALSE
RO41,2007,7900,22660,493500,112720,6280,13940,41390,133690,1026150,129530,6550,197430,2150,5841,4633,45,0.016604222100485212,0.014408064642354047,0.19074874784786353,0.10253414071059634,0.32392686648927843,0.11955215996243543,0.011821098763499766,0.11895053999060887,0.030039423227422132,0.07141326889967131,19.55,1.3,3,0.1076,61.1,17.2,1,1.2,39.3,38.1,36.9,64,4900,RO,Romania,FALSE
RO41,2008,9200,22040,477360,112060,7270,13360,44270,128350,1004420,131790,6480,187730,2070,6621,5414,44.4,0.016034194294846715,0.01260352763927849,0.18323622197990624,0.08025046405353888,0.3118627067431349,0.1275048486311461,0.012112005460432671,0.1242285890275269,0.029533366073732487,0.1026353246710006,20.12,0.9,2,0.0872,62,18.5,1,1.5,39.9,38.7,37.3,61.8,5500,RO,Romania,FALSE
RO41,2009,9100,22320,502730,106310,6350,11010,41710,113210,994470,125830,4110,172520,1580,6394,4967,44.2,0.019238457373398524,0.012460866414528992,0.18441129652774668,0.09005874617824151,0.3062055994105027,0.12793517157710896,0.010834863393762238,0.11774476556488744,0.03273053702067719,0.09837888231630117,20.37,0.8,1.8333,0.0874,62,18.3,0.6,1.5,40.4,39.1,37.8,61,5200,RO,Romania,FALSE
RO41,2010,9300,24720,486110,91910,6480,11350,37580,98970,948590,123310,4680,160150,2300,6669,5435,42.4,0.021296769942830484,0.013557400730885863,0.11835276496658632,0.08415131710870392,0.3730738538473815,0.10168971317026859,0.0109968448320313,0.16400939593470318,0.03301999909969267,0.07985030344449401,23.51,1.5,3.3333,0.0864,63.1,17.6,NA,0.7,40.9,39.5,38.1,59.7,5400,RO,Romania,FALSE
RO41,2011,9100,24870,484720,98220,5730,14240,32370,98460,950900,121240,6470,160930,2110,7103,5673,44.2,0.030415927459097186,0.013163556752267953,0.09528752553149548,0.08026766653665002,0.39351091091342993,0.0809684982238048,0.011751408164206837,0.14897098112242116,0.03806803645499117,0.10759632765873565,22.83,0.4,0.875,0.1416,63.2,18.5,0.7,0.7,41.4,39.9,38.4,59.2,5400,RO,Romania,FALSE
RO41,2012,10600,21220,460220,105390,5220,17840,38400,92490,931730,124130,6070,152220,1030,7447,5826,45.3,0.0241578852128917,0.014820989246649444,0.16290113308666979,0.07951165235068319,0.3515267601729468,0.09302244997747687,0.012090107918516323,0.1494865881501388,0.03508102551466313,0.07740371843393024,20.59,2,4.0705,0.1282,63.3,18.5,0.7,1.1,43.2,41.7,40.1,61,5900,RO,Romania,FALSE
RO41,2013,10600,26520,425820,108450,7320,15020,41330,86510,896800,123010,5590,142990,760,8068,6533,43.9,0.02156424242194518,0.01908415175440924,0.15109449209880943,0.09047194878345546,0.3385094439032526,0.08324849045375464,0.015421820097717772,0.15046451950375445,0.04188256431444048,0.08825870571334352,19.14,3.7,7.6,0.1414,61.4,19.7,0.8,1.1,43.8,42.2,40.5,60.8,6300,RO,Romania,FALSE
RO41,2014,10600,26400,424840,105440,8300,12270,43670,91320,905810,128220,9920,145860,890,8142,6689,44.7,0.023602695253141886,0.017369451032589637,0.16733872032035352,0.10172883822825189,0.301666622675872,0.08066830815174562,0.013178008121957565,0.1744177189893178,0.03879309369662188,0.08123578940224051,18.91,1.1,2.2308,0.1048,62.9,20.6,1.2,0.7,44.3,42.6,40.9,58.4,6300,RO,Romania,FALSE
RO41,2015,11300,19990,344970,105690,6670,14560,33350,99730,809670,116160,6980,159950,1350,8496,6786,40.4,0.02829343215350453,0.020235313721441585,0.18733920893148878,0.10619763309751246,0.3111755905483288,0.07822696037412565,0.013186044911014754,0.13998485819957474,0.04264264264264264,0.07271759093230745,18.54,1.2,2.4583,0.1345,58.1,22.9,1.1,1,44.7,43,41.3,59.4,6600,RO,Romania,FALSE
RO41,2016,12100,20880,301810,108140,6460,17320,38650,104620,793220,128300,6090,163250,2320,9698,7930,40,0.02541133455210238,0.01962497103277802,0.1989977341195252,0.09907755490897856,0.2978435512526714,0.07782623529108841,0.016228725184746506,0.15739597548729303,0.03941087107655072,0.06818401266833174,17.27,NA,NA,0.1386,56.9,23.9,NA,0.7,45.2,43.5,41.8,62.3,7300,RO,Romania,FALSE
RO41,2017,13900,23640,328490,112770,6340,17960,45240,116480,868550,144170,6320,181280,2370,10956,9169,44.3,0.02645888150559693,0.01872714400392454,0.1969609887169424,0.09025442625875217,0.3043164384783481,0.06576812870713107,0.011390647995361904,0.16588631093074074,0.04206450965526468,0.07817447486955358,17.63,NA,NA,0.1288,60.9,22.4,0.8,0.7,45.7,43.9,42.3,63.7,8200,RO,Romania,FALSE
RO41,2018,15400,17540,338070,104960,5550,16780,47200,123850,873130,145720,8230,186830,2260,12177,10183,45,0.026127645245029918,0.018524819629533763,0.1903661690092001,0.08213057037526607,0.31288087633283157,0.06668517908883702,0.012159394467885137,0.1794426671960717,0.03798975199217955,0.07369342926286215,17.65,NA,NA,0.0574,61,21.1,1,NA,46.1,44.3,42.8,65.1,9000,RO,Romania,FALSE
RO41,2019,16900,21750,304950,104400,7680,18420,52590,118190,857070,162640,6610,176730,1320,12697,11555,44.7,0.026461495613424313,0.018191988116789678,0.19101842825975954,NA,0.28448219839390987,0.0736803137910226,NA,0.1869349672747528,NA,0.0718159030775658,15.42,NA,NA,0.0587,59.8,22.1,NA,0.7,46.6,44.8,43.3,64.4,9500,RO,Romania,FALSE
