country,year,nuts2,regionname,sum_farright,sum_eurosceptic,sum_populist,gdp_regional,econ_act_rate,HRST,HTC,participation_in_formal_and_or_non_formal_training_25_to_64_year_olds_population,FMEDAGEPOP,MEDAGEPOP,MMEDAGEPOP,ed3_4,disp_income,country_code,country_name,is_duplicate,lag_1_gdp_regional,lag_2_gdp_regional,lag_3_gdp_regional,lag_4_gdp_regional,lag_1_econ_act_rate,lag_2_econ_act_rate,lag_3_econ_act_rate,lag_4_econ_act_rate
NA,2008,PL41,NA,NA,NA,NA,15000,58.6,27.3,1.4,4.1,37.6,35.7,34.1,71.2,8700,PL,Poland,FALSE,1.0714285714285714,1.171875,1.2295081967213115,1.2820512820512822,1.0155979202772962,1.0034246575342467,0.9734219269102989,0.9685950413223141
Poland,2009,PL41,Wielkopolskie,0.19860829136471614,0.2182244769916402,0.2064763472735429,15500,59.7,26.8,1.4,3.7,37.8,36,34.4,70.2,9100,PL,Poland,FALSE,1.0333333333333334,1.1071428571428572,1.2109375,1.2704918032786885,1.0187713310580204,1.0346620450606585,1.0222602739726028,0.9916943521594684
NA,2010,PL41,NA,NA,NA,NA,16500,61.3,30.4,1.6,4.6,38.2,36.5,34.9,68.4,9800,PL,Poland,FALSE,1.064516129032258,1.1,1.1785714285714286,1.2890625,1.0268006700167502,1.046075085324232,1.0623916811091854,1.0496575342465753
NA,2011,PL41,NA,NA,NA,NA,17600,61.1,31.8,1.9,3.7,38.5,36.8,35.2,68.6,10400,PL,Poland,FALSE,1.0666666666666667,1.135483870967742,1.1733333333333333,1.2571428571428571,0.9967373572593802,1.0234505862646566,1.0426621160409557,1.0589254766031195
NA,2012,PL41,NA,NA,NA,NA,18300,61.2,32.7,1.7,3.6,38.8,37.1,35.6,68.5,10900,PL,Poland,FALSE,1.0397727272727273,1.1090909090909091,1.1806451612903226,1.22,1.0016366612111294,0.9983686786296901,1.0251256281407035,1.0443686006825939
NA,2013,PL41,NA,NA,NA,NA,18800,62.1,33.9,1.9,3.7,39.1,37.5,36,67.8,11000,PL,Poland,FALSE,1.0273224043715847,1.0681818181818181,1.1393939393939394,1.2129032258064516,1.0147058823529411,1.0163666121112929,1.0130505709624797,1.0402010050251256
Poland,2014,PL41,Wielkopolskie,0.2452159287073786,0.2452159287073786,0.2338961266768635,19300,61.8,35.2,2.1,3.3,39.5,37.9,36.4,66.7,11300,PL,Poland,FALSE,1.0265957446808511,1.0546448087431695,1.0965909090909092,1.1696969696969697,0.9951690821256038,1.0098039215686274,1.011456628477905,1.0081566068515497
NA,2015,PL41,NA,NA,NA,NA,20700,61.8,36.6,2.2,2.4,39.9,38.3,36.8,65.9,11700,PL,Poland,FALSE,1.072538860103627,1.101063829787234,1.1311475409836065,1.1761363636363635,1,0.9951690821256038,1.0098039215686274,1.011456628477905
NA,2016,PL41,NA,NA,NA,NA,21200,62.6,36.7,1.9,2.4,40.2,38.7,37.2,66.1,12200,PL,Poland,FALSE,1.0241545893719808,1.0984455958549222,1.127659574468085,1.1584699453551912,1.0129449838187703,1.0129449838187703,1.0080515297906603,1.022875816993464
NA,2017,PL41,NA,NA,NA,NA,22300,63.6,36.3,2.1,2.8,40.6,39,37.6,67.8,12600,PL,Poland,FALSE,1.0518867924528301,1.077294685990338,1.1554404145077721,1.1861702127659575,1.0159744408945688,1.029126213592233,1.029126213592233,1.0241545893719808
NA,2018,PL41,NA,NA,NA,NA,23100,63.3,37.1,2.3,4.2,41,39.4,37.9,66.5,12800,PL,Poland,FALSE,1.0358744394618835,1.0896226415094339,1.1159420289855073,1.1968911917098446,0.9952830188679245,1.011182108626198,1.0242718446601942,1.0242718446601942
Poland,2019,PL41,Wielkopolskie,0.5152096482890126,0.5152096482890126,0.42276669840590825,24700,63.6,38.9,2.1,3.8,41.3,39.7,38.3,64.6,13400,PL,Poland,FALSE,1.0692640692640694,1.1076233183856503,1.1650943396226414,1.1932367149758454,1.0047393364928912,1,1.0159744408945688,1.029126213592233
NA,2000,PL42,NA,NA,NA,NA,8800,58.6,25.7,NA,NA,36.7,35,33.2,66.5,5800,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL42,NA,NA,NA,NA,8900,58.3,24.8,NA,3.8,37.1,35.3,33.4,66.5,6100,PL,Poland,FALSE,1.0113636363636365,NA,NA,NA,0.9948805460750852,NA,NA,NA
NA,2002,PL42,NA,NA,NA,NA,9200,56.8,23,NA,3.5,37.5,35.6,33.6,68,6300,PL,Poland,FALSE,1.0337078651685394,1.0454545454545454,NA,NA,0.9742710120068611,0.9692832764505118,NA,NA
NA,2003,PL42,NA,NA,NA,NA,9300,56.4,25,NA,3.8,37.8,35.8,33.9,67.2,6500,PL,Poland,FALSE,1.0108695652173914,1.0449438202247192,1.0568181818181819,NA,0.9929577464788732,0.967409948542024,0.962457337883959,NA
Poland,2004,PL42,Zachodniopomorskie,0.12554143490672034,0.25154341206223674,0.2349321295711796,9800,57.5,29,2.8,5.4,38.2,36.1,34.2,65.3,6600,PL,Poland,FALSE,1.053763440860215,1.065217391304348,1.101123595505618,1.1136363636363635,1.0195035460992907,1.012323943661972,0.986277873070326,0.9812286689419795
NA,2005,PL42,NA,NA,NA,NA,10300,57.5,26.8,2.4,4.8,38.5,36.4,34.5,65.9,6600,PL,Poland,FALSE,1.0510204081632653,1.10752688172043,1.1195652173913044,1.1573033707865168,1,1.0195035460992907,1.012323943661972,0.986277873070326
NA,2006,PL42,NA,NA,NA,NA,10800,54.4,30.8,3.2,5.1,38.8,36.7,34.8,65.8,7200,PL,Poland,FALSE,1.0485436893203883,1.1020408163265305,1.1612903225806452,1.173913043478261,0.9460869565217391,0.9460869565217391,0.9645390070921985,0.9577464788732395
NA,2007,PL42,NA,NA,NA,NA,11700,53,34.6,3.5,5.3,39.1,37,35.1,64.7,7800,PL,Poland,FALSE,1.0833333333333333,1.1359223300970873,1.1938775510204083,1.2580645161290323,0.9742647058823529,0.9217391304347826,0.9217391304347826,0.9397163120567376
NA,2008,PL42,NA,NA,NA,NA,12700,54.2,34.3,2.1,5.5,39.4,37.3,35.4,64.8,8600,PL,Poland,FALSE,1.0854700854700854,1.1759259259259258,1.233009708737864,1.2959183673469388,1.0226415094339623,0.9963235294117648,0.942608695652174,0.942608695652174
Poland,2009,PL42,Zachodniopomorskie,0.20801588685062328,0.22640129337011097,0.21369659806746444,12600,56,33.1,2.1,5.3,39.6,37.5,35.7,65.8,8800,PL,Poland,FALSE,0.9921259842519685,1.0769230769230769,1.1666666666666667,1.2233009708737863,1.033210332103321,1.0566037735849056,1.0294117647058825,0.9739130434782609
NA,2010,PL42,NA,NA,NA,NA,13500,56.4,34,1.6,4.9,40.2,38.3,36.6,65,9400,PL,Poland,FALSE,1.0714285714285714,1.062992125984252,1.1538461538461537,1.25,1.0071428571428571,1.040590405904059,1.0641509433962264,1.036764705882353
NA,2011,PL42,NA,NA,NA,NA,14100,55.8,33.6,1.6,3.7,40.5,38.6,36.9,64.3,9800,PL,Poland,FALSE,1.0444444444444445,1.119047619047619,1.110236220472441,1.205128205128205,0.9893617021276595,0.9964285714285713,1.0295202952029519,1.0528301886792453
NA,2012,PL42,NA,NA,NA,NA,14600,56.7,34.5,1.6,3.2,40.8,38.9,37.3,64.3,10200,PL,Poland,FALSE,1.0354609929078014,1.0814814814814815,1.1587301587301588,1.1496062992125984,1.0161290322580647,1.0053191489361704,1.0125,1.0461254612546125
NA,2013,PL42,NA,NA,NA,NA,14600,57.3,35.4,2.1,3.2,41.1,39.3,37.7,63.3,10400,PL,Poland,FALSE,1,1.0354609929078014,1.0814814814814815,1.1587301587301588,1.0105820105820105,1.0268817204301075,1.0159574468085106,1.0232142857142856
Poland,2014,PL42,Zachodniopomorskie,0.2568709247703849,0.2568709247703849,0.24551987660380004,15200,57.5,36.8,1.7,3.3,41.5,39.7,38.1,62.5,10500,PL,Poland,FALSE,1.0410958904109588,1.0410958904109588,1.0780141843971631,1.125925925925926,1.0034904013961605,1.0141093474426808,1.0304659498207887,1.0195035460992907
NA,2015,PL42,NA,NA,NA,NA,16200,57,37.8,1.5,2.6,41.9,40.1,38.5,62.3,11000,PL,Poland,FALSE,1.0657894736842106,1.1095890410958904,1.1095890410958904,1.148936170212766,0.991304347826087,0.9947643979057592,1.0052910052910053,1.021505376344086
NA,2016,PL42,NA,NA,NA,NA,16300,57.6,39.8,1.6,2.6,42.2,40.5,38.9,61.6,11400,PL,Poland,FALSE,1.0061728395061729,1.0723684210526316,1.1164383561643836,1.1164383561643836,1.0105263157894737,1.0017391304347827,1.005235602094241,1.0158730158730158
NA,2017,PL42,NA,NA,NA,NA,17000,58.1,41.3,2,2.8,42.6,40.9,39.4,62.4,11700,PL,Poland,FALSE,1.0429447852760736,1.0493827160493827,1.118421052631579,1.1643835616438356,1.0086805555555556,1.0192982456140351,1.0104347826086957,1.0139616055846423
NA,2018,PL42,NA,NA,NA,NA,17800,59.7,42.2,2.1,4.4,43,41.3,39.7,61.1,12100,PL,Poland,FALSE,1.0470588235294118,1.0920245398773005,1.0987654320987654,1.1710526315789473,1.027538726333907,1.0364583333333333,1.0473684210526317,1.0382608695652173
Poland,2019,PL42,Zachodniopomorskie,0.470686028902315,0.470686028902315,0.3939681358764926,18800,58.8,41.9,2.1,3.2,43.4,41.7,40.1,60.1,12900,PL,Poland,FALSE,1.0561797752808988,1.1058823529411765,1.1533742331288344,1.1604938271604939,0.9849246231155778,1.0120481927710843,1.0208333333333333,1.031578947368421
NA,2000,PL43,NA,NA,NA,NA,7900,57.4,22,NA,NA,35.9,34,32.1,69.8,5400,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL43,NA,NA,NA,NA,8200,59.6,20.9,NA,2.6,36.2,34.3,32.4,72.4,5700,PL,Poland,FALSE,1.0379746835443038,NA,NA,NA,1.0383275261324043,NA,NA,NA
NA,2002,PL43,NA,NA,NA,NA,8500,58.1,20.8,NA,2.8,36.6,34.6,32.6,72.7,5900,PL,Poland,FALSE,1.0365853658536586,1.0759493670886076,NA,NA,0.9748322147651006,1.0121951219512195,NA,NA
NA,2003,PL43,NA,NA,NA,NA,8700,55.9,22.1,NA,3.8,37,34.9,32.9,71.7,6000,PL,Poland,FALSE,1.0235294117647058,1.0609756097560976,1.1012658227848102,NA,0.9621342512908777,0.9379194630872483,0.9738675958188153,NA
Poland,2004,PL43,Lubuskie,0.14947784619099358,0.2863470360980321,0.26987504527345163,9700,57.6,23.6,1.5,4.9,37.3,35.2,33.2,70,6200,PL,Poland,FALSE,1.1149425287356323,1.1411764705882352,1.1829268292682926,1.2278481012658229,1.0304114490161003,0.9913941480206541,0.9664429530201343,1.0034843205574913
NA,2005,PL43,NA,NA,NA,NA,10300,58.3,24.9,2.1,4.3,37.6,35.5,33.5,69.9,6200,PL,Poland,FALSE,1.0618556701030928,1.1839080459770115,1.2117647058823529,1.2560975609756098,1.0121527777777777,1.042933810375671,1.0034423407917383,0.9781879194630871
NA,2006,PL43,NA,NA,NA,NA,10800,56.2,26.1,2,3.8,37.9,35.8,33.8,72,6700,PL,Poland,FALSE,1.0485436893203883,1.1134020618556701,1.2413793103448276,1.2705882352941176,0.9639794168096056,0.9756944444444444,1.005366726296959,0.9672977624784854
NA,2007,PL43,NA,NA,NA,NA,11800,56.9,28,1.8,4,38.1,36.1,34.2,72.1,7400,PL,Poland,FALSE,1.0925925925925926,1.145631067961165,1.2164948453608246,1.3563218390804597,1.0124555160142348,0.9759862778730704,0.9878472222222222,1.0178890876565294
NA,2008,PL43,NA,NA,NA,NA,12300,55.9,29.6,2,4,38.4,36.4,34.6,71.9,7900,PL,Poland,FALSE,1.0423728813559323,1.1388888888888888,1.1941747572815533,1.268041237113402,0.9824253075571178,0.994661921708185,0.9588336192109778,0.970486111111111
Poland,2009,PL43,Lubuskie,0.21486512686767859,0.22981280997679668,0.21797974870380446,12300,57.1,30.4,2.4,3.3,38.7,36.7,34.9,71,8100,PL,Poland,FALSE,1,1.0423728813559323,1.1388888888888888,1.1941747572815533,1.0214669051878356,1.0035149384885764,1.0160142348754448,0.9794168096054889
NA,2010,PL43,NA,NA,NA,NA,13400,58.9,30.8,2.1,4.4,39.2,37.3,35.6,70.2,8900,PL,Poland,FALSE,1.089430894308943,1.089430894308943,1.1355932203389831,1.2407407407407407,1.0315236427320489,1.0536672629695885,1.0351493848857645,1.0480427046263345
NA,2011,PL43,NA,NA,NA,NA,14000,58.7,31,2.4,3.3,39.4,37.6,36,69.2,9300,PL,Poland,FALSE,1.044776119402985,1.1382113821138211,1.1382113821138211,1.1864406779661016,0.9966044142614602,1.0280210157618215,1.0500894454382828,1.031634446397188
NA,2012,PL43,NA,NA,NA,NA,14400,57.8,31.2,2.4,2.9,39.8,38,36.4,69.5,9600,PL,Poland,FALSE,1.0285714285714285,1.0746268656716418,1.170731707317073,1.170731707317073,0.9846678023850084,0.9813242784380305,1.0122591943957968,1.033989266547406
NA,2013,PL43,NA,NA,NA,NA,14600,58.7,33.5,2.2,2.8,40.1,38.4,36.8,68.3,9600,PL,Poland,FALSE,1.0138888888888888,1.042857142857143,1.0895522388059702,1.1869918699186992,1.0155709342560555,1,0.9966044142614602,1.0280210157618215
Poland,2014,PL43,Lubuskie,0.26436855339457077,0.26436855339457077,0.2497498332221481,15300,58.3,35.9,1.9,2.5,40.5,38.8,37.2,67.4,9800,PL,Poland,FALSE,1.047945205479452,1.0625,1.0928571428571427,1.1417910447761195,0.9931856899488926,1.008650519031142,0.9931856899488926,0.9898132427843803
NA,2015,PL43,NA,NA,NA,NA,16000,59,35.6,NA,2.5,40.9,39.2,37.7,67.6,10200,PL,Poland,FALSE,1.0457516339869282,1.095890410958904,1.1111111111111112,1.1428571428571428,1.012006861063465,1.0051107325383304,1.0207612456747406,1.0051107325383304
NA,2016,PL43,NA,NA,NA,NA,16300,60.1,35.1,1.5,2.5,41.3,39.6,38.1,67.9,10500,PL,Poland,FALSE,1.01875,1.065359477124183,1.1164383561643836,1.1319444444444444,1.0186440677966102,1.0308747855917668,1.0238500851788757,1.0397923875432526
NA,2017,PL43,NA,NA,NA,NA,16900,60.1,36.2,2.4,2.1,41.7,40.1,38.6,67.4,10800,PL,Poland,FALSE,1.0368098159509203,1.05625,1.1045751633986929,1.1575342465753424,1,1.0186440677966102,1.0308747855917668,1.0238500851788757
NA,2018,PL43,NA,NA,NA,NA,17600,59.5,38.5,2.5,3.8,42.1,40.5,38.9,65.7,11100,PL,Poland,FALSE,1.0414201183431953,1.0797546012269938,1.1,1.1503267973856208,0.9900166389351082,0.9900166389351082,1.0084745762711864,1.0205831903945113
Poland,2019,PL43,Lubuskie,0.473296772171733,0.473296772171733,0.3961234722657474,18500,59.2,39.2,2.3,3,42.5,40.9,39.4,64.9,11800,PL,Poland,FALSE,1.0511363636363635,1.0946745562130178,1.1349693251533743,1.15625,0.9949579831932773,0.9850249584026622,0.9850249584026622,1.0033898305084745
NA,2000,PL51,NA,NA,NA,NA,9100,58.9,23.3,NA,NA,38.5,36.4,34.2,69.3,5900,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL51,NA,NA,NA,NA,9300,57,23.7,NA,5,38.9,36.7,34.4,69.1,6200,PL,Poland,FALSE,1.021978021978022,NA,NA,NA,0.967741935483871,NA,NA,NA
NA,2002,PL51,NA,NA,NA,NA,9900,58.2,23.3,NA,4.7,39.3,37,34.6,69.6,6500,PL,Poland,FALSE,1.064516129032258,1.0879120879120878,NA,NA,1.0210526315789474,0.9881154499151105,NA,NA
NA,2003,PL51,NA,NA,NA,NA,10300,56.9,23.5,NA,4.9,39.6,37.3,34.8,68.8,6600,PL,Poland,FALSE,1.0404040404040404,1.10752688172043,1.1318681318681318,NA,0.9776632302405498,0.9982456140350877,0.966044142614601,NA
Poland,2004,PL51,Dolnośląskie,0.17808907833536816,0.2920878870193019,0.2515113238394174,11000,57.2,25.1,2.1,6.1,40,37.5,35,68.4,6700,PL,Poland,FALSE,1.0679611650485437,1.1111111111111112,1.1827956989247312,1.2087912087912087,1.0052724077328647,0.9828178694158075,1.0035087719298246,0.9711375212224109
NA,2005,PL51,NA,NA,NA,NA,11700,58.2,29.4,2.6,6,40.3,37.8,35.3,69.4,6600,PL,Poland,FALSE,1.0636363636363637,1.1359223300970873,1.1818181818181819,1.2580645161290323,1.0174825174825175,1.022847100175747,1,1.0210526315789474
NA,2006,PL51,NA,NA,NA,NA,12900,57.8,31.4,3.2,5.4,40.5,38,35.5,69.5,7100,PL,Poland,FALSE,1.1025641025641026,1.1727272727272726,1.2524271844660195,1.303030303030303,0.9931271477663229,1.0104895104895104,1.015817223198594,0.9931271477663229
NA,2007,PL51,NA,NA,NA,NA,14400,57.4,32.3,4.3,5.7,40.8,38.2,35.8,69.3,7800,PL,Poland,FALSE,1.1162790697674418,1.2307692307692308,1.309090909090909,1.3980582524271845,0.9930795847750865,0.986254295532646,1.0034965034965033,1.0087873462214412
NA,2008,PL51,NA,NA,NA,NA,15400,57.2,31.7,3.9,5,41,38.4,36,69.9,8500,PL,Poland,FALSE,1.0694444444444444,1.193798449612403,1.3162393162393162,1.4,0.9965156794425087,0.9896193771626298,0.9828178694158075,1
Poland,2009,PL51,Dolnośląskie,0.24668177403690514,0.26152861070023914,0.2500245927001712,15800,58.4,33.4,3.9,5.1,41.1,38.5,36.3,69.4,8900,PL,Poland,FALSE,1.025974025974026,1.0972222222222223,1.2248062015503876,1.3504273504273505,1.0209790209790208,1.0174216027874565,1.0103806228373702,1.0034364261168385
NA,2010,PL51,NA,NA,NA,NA,17700,59,34.5,3.7,5.4,41.4,39,36.9,67.8,9600,PL,Poland,FALSE,1.120253164556962,1.1493506493506493,1.2291666666666667,1.372093023255814,1.0102739726027397,1.0314685314685315,1.0278745644599303,1.0207612456747406
NA,2011,PL51,NA,NA,NA,NA,19100,58.4,35.5,3.7,4.4,41.5,39.2,37.2,66.6,10100,PL,Poland,FALSE,1.07909604519774,1.2088607594936709,1.2402597402597402,1.3263888888888888,0.9898305084745762,1,1.0209790209790208,1.0174216027874565
NA,2012,PL51,NA,NA,NA,NA,19600,58.7,36.9,4.1,4.5,41.7,39.5,37.5,65.7,10700,PL,Poland,FALSE,1.0261780104712042,1.1073446327683616,1.240506329113924,1.2727272727272727,1.00513698630137,0.9949152542372882,1.00513698630137,1.0262237762237763
NA,2013,PL51,NA,NA,NA,NA,19600,59.4,38.6,4.5,4.1,41.9,39.7,37.8,65.3,11000,PL,Poland,FALSE,1,1.0261780104712042,1.1073446327683616,1.240506329113924,1.0119250425894377,1.0171232876712328,1.006779661016949,1.0171232876712328
Poland,2014,PL51,Dolnośląskie,0.28455880983856857,0.28455880983856857,0.272660919433221,20200,60.7,41.3,4.4,4.2,42.2,40.1,38.2,64.7,11200,PL,Poland,FALSE,1.030612244897959,1.030612244897959,1.057591623036649,1.1412429378531073,1.021885521885522,1.0340715502555367,1.0393835616438356,1.028813559322034
NA,2015,PL51,NA,NA,NA,NA,21300,60.6,41.6,4.6,3.7,42.4,40.4,38.6,64.1,11800,PL,Poland,FALSE,1.0544554455445545,1.086734693877551,1.086734693877551,1.1151832460732984,0.9983525535420099,1.0202020202020203,1.0323679727427597,1.0376712328767124
NA,2016,PL51,NA,NA,NA,NA,21500,61.5,42.5,4.4,4.3,42.7,40.7,39,62.5,12200,PL,Poland,FALSE,1.0093896713615023,1.0643564356435644,1.096938775510204,1.096938775510204,1.0148514851485149,1.013179571663921,1.0353535353535355,1.0477001703577513
NA,2017,PL51,NA,NA,NA,NA,22500,61.1,44.2,4.1,3.3,43,41.1,39.3,62.9,12500,PL,Poland,FALSE,1.0465116279069768,1.056338028169014,1.113861386138614,1.1479591836734695,0.9934959349593496,1.0082508250825082,1.0065897858319603,1.0286195286195288
NA,2018,PL51,NA,NA,NA,NA,23500,60.8,45.8,4.7,6.1,43.2,41.4,39.7,60.7,13000,PL,Poland,FALSE,1.0444444444444445,1.0930232558139534,1.1032863849765258,1.1633663366336633,0.9950900163666121,0.9886178861788617,1.0033003300330032,1.00164744645799
Poland,2019,PL51,Dolnośląskie,0.5248000047005873,0.5248000047005873,0.4236120291945642,24900,62.1,48.3,5,6.1,43.5,41.7,40,58.3,13900,PL,Poland,FALSE,1.0595744680851065,1.1066666666666667,1.158139534883721,1.1690140845070423,1.0213815789473686,1.0163666121112929,1.0097560975609756,1.0247524752475248
NA,2000,PL52,NA,NA,NA,NA,7400,59.5,21.6,NA,NA,36.5,35,33.6,68.5,4600,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL52,NA,NA,NA,NA,7500,59.9,20.5,NA,3.2,36.9,35.4,33.9,68.9,5000,PL,Poland,FALSE,1.0135135135135136,NA,NA,NA,1.0067226890756302,NA,NA,NA
NA,2002,PL52,NA,NA,NA,NA,7800,58.8,20.6,NA,3.1,37.4,35.8,34.3,69.3,5300,PL,Poland,FALSE,1.04,1.054054054054054,NA,NA,0.9816360601001669,0.988235294117647,NA,NA
NA,2003,PL52,NA,NA,NA,NA,8000,54,23.6,NA,3.6,37.8,36.3,34.8,70.1,5400,PL,Poland,FALSE,1.0256410256410255,1.0666666666666667,1.0810810810810811,NA,0.9183673469387755,0.9015025041736228,0.907563025210084,NA
Poland,2004,PL52,Opolskie,0.1789842904585992,0.2965259897757379,0.2594126646516661,9300,54.6,23.5,2.8,4.8,38.3,36.7,35.2,70.8,5600,PL,Poland,FALSE,1.1625,1.1923076923076923,1.24,1.2567567567567568,1.011111111111111,0.9285714285714286,0.9115191986644408,0.9176470588235295
NA,2005,PL52,NA,NA,NA,NA,9500,57,26,1.6,3.7,38.7,37.2,35.6,70.6,5600,PL,Poland,FALSE,1.021505376344086,1.1875,1.2179487179487178,1.2666666666666666,1.043956043956044,1.0555555555555556,0.9693877551020409,0.9515859766277128
NA,2006,PL52,NA,NA,NA,NA,9800,56,24.8,1.9,3.8,39.1,37.6,36,69.9,6100,PL,Poland,FALSE,1.0315789473684212,1.053763440860215,1.225,1.2564102564102564,0.9824561403508771,1.0256410256410255,1.037037037037037,0.9523809523809524
NA,2007,PL52,NA,NA,NA,NA,11100,55.1,27.1,2.3,4.5,39.6,38,36.4,70.1,6800,PL,Poland,FALSE,1.1326530612244898,1.168421052631579,1.1935483870967742,1.3875,0.9839285714285715,0.9666666666666667,1.0091575091575091,1.0203703703703704
NA,2008,PL52,NA,NA,NA,NA,12200,55,30.2,NA,5.1,40,38.4,36.8,70,7400,PL,Poland,FALSE,1.0990990990990992,1.2448979591836735,1.2842105263157895,1.3118279569892473,0.9981851179673321,0.9821428571428571,0.9649122807017544,1.0073260073260073
Poland,2009,PL52,Opolskie,0.20626943512646603,0.22751034499644962,0.21532895864449939,11800,58.1,27.9,NA,4.9,40.4,38.8,37.1,72.4,7700,PL,Poland,FALSE,0.9672131147540983,1.063063063063063,1.2040816326530612,1.2421052631578948,1.0563636363636364,1.0544464609800364,1.0375,1.0192982456140351
NA,2010,PL52,NA,NA,NA,NA,12900,57.8,30.3,NA,4.8,41.4,39.5,37.7,71.2,8500,PL,Poland,FALSE,1.0932203389830508,1.0573770491803278,1.162162162162162,1.316326530612245,0.9948364888123924,1.0509090909090908,1.0490018148820326,1.032142857142857
NA,2011,PL52,NA,NA,NA,NA,13700,58.2,29.2,NA,4.5,41.7,39.8,37.9,71.1,8900,PL,Poland,FALSE,1.062015503875969,1.1610169491525424,1.1229508196721312,1.2342342342342343,1.0069204152249136,1.0017211703958693,1.0581818181818183,1.0562613430127041
NA,2012,PL52,NA,NA,NA,NA,14000,59.2,30.7,1.6,3.6,42.1,40.1,38.3,69.5,9300,PL,Poland,FALSE,1.0218978102189782,1.0852713178294573,1.1864406779661016,1.1475409836065573,1.0171821305841924,1.0242214532871974,1.0189328743545611,1.0763636363636364
NA,2013,PL52,NA,NA,NA,NA,14100,58.8,32.5,NA,3.1,42.4,40.4,38.6,69.3,9300,PL,Poland,FALSE,1.0071428571428571,1.0291970802919708,1.0930232558139534,1.194915254237288,0.9932432432432432,1.0103092783505154,1.0173010380622838,1.0120481927710843
Poland,2014,PL52,Opolskie,0.23731914864671833,0.23731914864671833,0.22442913211756785,14700,59.5,34.8,1.4,2.6,42.8,40.8,38.9,67.4,9600,PL,Poland,FALSE,1.0425531914893618,1.05,1.072992700729927,1.1395348837209303,1.0119047619047619,1.0050675675675675,1.02233676975945,1.0294117647058825
NA,2015,PL52,NA,NA,NA,NA,15400,59.7,37.2,1.7,2.4,43.1,41.2,39.3,66.2,10000,PL,Poland,FALSE,1.0476190476190477,1.0921985815602837,1.1,1.1240875912408759,1.0033613445378151,1.0153061224489797,1.008445945945946,1.0257731958762886
NA,2016,PL52,NA,NA,NA,NA,15500,59.9,36.8,2.1,2.6,43.5,41.5,39.7,67,10500,PL,Poland,FALSE,1.0064935064935066,1.054421768707483,1.099290780141844,1.1071428571428572,1.0033500837520937,1.0067226890756302,1.0187074829931972,1.0118243243243243
NA,2017,PL52,NA,NA,NA,NA,16200,61.4,36.4,1.9,3.3,43.8,41.8,40,66.4,10700,PL,Poland,FALSE,1.0451612903225806,1.051948051948052,1.1020408163265305,1.148936170212766,1.025041736227045,1.0284757118927972,1.0319327731092436,1.0442176870748299
NA,2018,PL52,NA,NA,NA,NA,17000,61.6,36.8,1.4,3.8,44,42.1,40.3,67,11200,PL,Poland,FALSE,1.0493827160493827,1.096774193548387,1.103896103896104,1.1564625850340136,1.003257328990228,1.0283806343906512,1.031825795644891,1.035294117647059
Poland,2019,PL52,Opolskie,0.5302636825756383,0.5302636825756383,0.4394944157197573,18000,60.6,38.3,1.7,3.1,44.3,42.4,40.7,67.3,11900,PL,Poland,FALSE,1.0588235294117647,1.1111111111111112,1.1612903225806452,1.1688311688311688,0.9837662337662337,0.9869706840390879,1.011686143572621,1.015075376884422
NA,2000,PL61,NA,NA,NA,NA,7900,58.5,20.8,NA,NA,36.2,34.3,32.4,67.9,5200,PL,Poland,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
NA,2001,PL61,NA,NA,NA,NA,8300,60,19.4,NA,4.2,36.6,34.6,32.6,68.3,5600,PL,Poland,FALSE,1.0506329113924051,NA,NA,NA,1.0256410256410255,NA,NA,NA
NA,2002,PL61,NA,NA,NA,NA,8700,58.8,19,NA,4.5,36.9,34.9,32.8,69.8,5800,PL,Poland,FALSE,1.0481927710843373,1.1012658227848102,NA,NA,0.98,1.005128205128205,NA,NA
NA,2003,PL61,NA,NA,NA,NA,9000,59.9,22.2,NA,4.8,37.2,35.1,33.1,68.9,5900,PL,Poland,FALSE,1.0344827586206897,1.0843373493975903,1.139240506329114,NA,1.0187074829931972,0.9983333333333333,1.0239316239316238,NA
Poland,2004,PL61,Kujawsko-pomorskie,0.16868401742567973,0.28266158087141624,0.2667530458580958,9600,61.4,23.9,2.8,5.2,37.5,35.4,33.4,68.9,6100,PL,Poland,FALSE,1.0666666666666667,1.103448275862069,1.1566265060240963,1.2151898734177216,1.025041736227045,1.0442176870748299,1.0233333333333332,1.0495726495726496
NA,2005,PL61,NA,NA,NA,NA,9800,58.7,22.7,2.2,5,37.8,35.7,33.7,69.1,6100,PL,Poland,FALSE,1.0208333333333333,1.0888888888888888,1.1264367816091954,1.180722891566265,0.9560260586319219,0.979966611018364,0.9982993197278912,0.9783333333333334
NA,2006,PL61,NA,NA,NA,NA,10400,55.8,22.2,2.1,4.1,38.1,36,34,70.5,6500,PL,Poland,FALSE,1.0612244897959184,1.0833333333333333,1.1555555555555554,1.1954022988505748,0.9505962521294717,0.9087947882736156,0.9315525876460767,0.9489795918367346
