DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2002,5.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2003,7.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2004,11.5,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2005,12.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2006,12.8,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2007,12.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2008,11.9,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2009,13.7,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2010,13.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2011,14.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2012,14.9,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2013,13.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2014,13.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2015,13.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2016,14.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2017,15.1,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2018,14.2,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2019,14.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2020,11.3,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT22,2021,13.8,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2000,9.0,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2001,9.1,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2002,8.4,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2003,9.5,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2004,11.7,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2005,12.9,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2006,13.2,b
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2007,12.6,
ESTAT:TRNG_LFSE_04(1.0),27/09/22 23:00:00,A,PC,T,Y25-64,AT3,2008,13.1,
